nodeId,stationName,lineName,travelMinutes,lng,lat
355,동대문,서울1호선,47.766667,127.01077039000796,37.571669381552304
356,동묘앞,서울1호선,47.766667,127.01638399443921,37.57322147627274
491,무악재,서울3호선,47.766667,126.95021687156621,37.582615528017996
753,선유도,서울9호선,47.816667,126.89345483013855,37.53804675795846
431,영등포구청,서울2호선,47.883333,126.89664443529787,37.52579535365977
197,보라매,신림선,47.916667,126.920464142943,37.50043249354521
736,암사역사공원,서울8호선,48.05,127.1383368701046,37.55730179167237
472,신답,서울2호선,48.083333,127.04706944994531,37.56984395489578
173,시청_용인대,용인경전철,48.116667,127.1788868118724,37.239439764606566
203,서울대벤처타운,신림선,48.2,126.93366597352362,37.47230261081729
433,신도림,서울2호선,48.2,126.8914426985193,37.508512745116185
536,정부과천청사,서울4호선,48.2,126.98989918923233,37.42649426149006
599,행당,서울5호선,48.25,127.02949243020419,37.557350356449874
96,이촌,경의중앙선,48.266667,126.97369624297455,37.52234409069938
102,청량리,경의중앙선,48.266667,127.04849116980269,37.58068049315112
351,시청,서울1호선,48.266667,126.9772040633425,37.56557568030012
424,충정로,서울2호선,48.266667,126.96455152782553,37.55978849820035
198,보라매공원,신림선,48.366667,126.91835147318744,37.49484403914921
655,안암,서울6호선,48.433333,127.02929395773253,37.5863062738596
611,명일,서울5호선,48.516667,127.1440279234917,37.551293131001216
429,합정,서울2호선,48.883333,126.91445817881906,37.54996227477751
582,양평_5호선,서울5호선,49.05,126.88648056471557,37.52556503730169
872,가양,서울9호선급행,49.05,126.8544312699492,37.56163536897295
708,먹골,서울7호선,49.083333,127.07778617847123,37.610485250024645
592,서대문,서울5호선,49.1,126.96661225423095,37.565725362966354
643,효창공원앞,서울6호선,49.266667,126.96134445964933,37.539278690543526
432,문래,서울2호선,49.383333,126.8948748555422,37.518260755852666
779,중앙보훈병원,서울9호선,49.383333,127.14848157270966,37.52860977620455
556,한성대입구,서울4호선,49.433333,127.00617856974323,37.58849271957477
342,구로,서울1호선,49.466667,126.88231503887692,37.50335353704898
590,애오개,서울5호선,49.716667,126.9566727086522,37.55341644480951
681,남구로,서울7호선,49.75,126.88749291679697,37.48637678986405
357,신설동,서울1호선,49.766667,127.02450627352647,37.57600288625438
490,홍제,서울3호선,49.766667,126.94406885541066,37.588796505512455
174,명지대,용인경전철,49.85,127.19027904709888,37.238080811511885
751,염창,서울9호선,49.883333,126.87498009352137,37.546981979865684
752,신목동,서울9호선,49.933333,126.88298686255312,37.54446978416588
36,여주,경강선,50,127.62840594382149,37.28283791250945
473,용두,서울2호선,50.083333,127.03813603839771,37.57410031842874
656,고려대,서울6호선,50.1,127.0362946303764,37.590429246888824
425,아현,서울2호선,50.266667,126.95620551114132,37.55735678864767
95,용산,경의중앙선,50.3,126.96473169613765,37.529577554426844
204,관악산,신림선,50.55,126.94549473876646,37.468971799089914
591,충정로,서울5호선,50.6,126.96314124767297,37.56057815467224
612,고덕,서울5호선,50.683333,127.15418692922734,37.555035683940886
709,태릉입구,서울7호선,50.75,127.07534622117456,37.61854871377953
428,홍대입구,서울2호선,50.883333,126.92388306336497,37.55690592242897
581,오목교,서울5호선,50.883333,126.8753826483211,37.52451070152889
103,회기,경의중앙선,51.266667,127.05817690680095,37.58969117643179
642,공덕,서울6호선,51.266667,126.95187542572617,37.543538926785246
25,고색,수인선,51.333333,126.98080027365933,37.249903391786866
359,청량리,서울1호선,51.416667,127.04503311544889,37.580102747013676
182,보문,우이신설경전철,51.433333,127.01953404635903,37.585078336625045
557,성신여대입구,서울4호선,51.433333,127.01697872535821,37.59292658855122
470,신도림,서울2호선,51.466667,126.89135209736028,37.508482578746765
175,김량장,용인경전철,51.566667,127.19868094829054,37.23730208644377
680,가산디지털단지,서울7호선,51.583333,126.88248763702191,37.48040253605493
535,인덕원,서울4호선,51.7,126.9766831289701,37.40152443189371
358,제기동,서울1호선,51.766667,127.03444274006958,37.57815380758885
426,이대,서울2호선,51.766667,126.94590072885495,37.556748942205715
750,등촌,서울9호선,51.833333,126.86550156090728,37.55075581457467
474,신설동,서울2호선,52.083333,127.02491914432683,37.57478114111918
710,공릉,서울7호선,52.25,127.07301575099794,37.625608525398
489,녹번,서울3호선,52.266667,126.93586815232014,37.60076080621573
657,월곡,서울6호선,52.266667,127.04131336263657,37.601619462924056
